ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner Height,Heating,Furnished,Balcony,Pet,Year Built,Floors,Lift,Orientation,View,kerület,Raw Address,Address_y,lat,lon
32045289," Pöttyös utca, IX. kerület",65,150000.0,3,4,renovated,less than 3m,házközponti,furnished,not defined,not defined,not defined,8,yes,not defined,not defined,IX," Pöttyös utca, "," Pöttyös utca, ",47.4682271,19.1180258
32045297," Dózsa György út, VII. kerület",70,130000.0,2,1,in good condition,more than 3m,gáz (cirko),not furnished,not defined,not allowed,before 1950,3,yes,not defined,street,VII," Dózsa György út, "," Dózsa György út, ",47.5248671,19.0635372
32045326," Bíbor utca, XIV. kerület",76,210000.0,4,7,new,less than 3m,házközponti egyedi méréssel,not defined,not defined,not allowed,between 2001-2010,7,yes,south west,street,XIV," Bíbor utca, "," Bíbor utca, ",47.502562,19.1170179
32045337," Tüzér utca, XIII. kerület",43,150000.0,2,2,new,not defined,házközponti egyedi méréssel,furnished,3.0,not defined,not defined,5,yes,not defined,not defined,XIII," Tüzér utca, "," Tüzér utca, ",47.5254788,19.0717066
32045400," Kemenes utca, XI. kerület",76,299000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XI," Kemenes utca, "," Kemenes utca, ",47.4834242,19.0513328
32045420," Tahi utca, XIII. kerület",34,110000.0,2,2,in good condition,less than 3m,távfűtés egyedi méréssel,not furnished,not defined,not allowed,between 1950-1980,5,yes,south west,garden,XIII," Tahi utca, "," Tahi utca, ",47.538479,19.0846745
32045423," Balaton utca, V. kerület",104,190000.0,4,4,new,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,6,yes,not defined,courtyard,V," Balaton utca, "," Balaton utca, ",47.5025837,21.6097301
32045433," József Attila utca 1, V. kerület",77,323827.0,2,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,4,yes,not defined,panoramic,V," József Attila utca 1, "," József Attila utca 1, ",47.4985896,19.048869
32045438," Kőbánya-Városközpont, X. kerület",45,110000.0,2,10,in good condition,not defined,távfűtés,partly furnished,not defined,not defined,not defined,10,not defined,not defined,panoramic,X," Kőbánya-Városközpont, "," Kőbánya-Városközpont, ",47.48303855,19.129986326632505
32045461," Józsefváros – Népszínháznegyed, VIII. kerület",55,120000.0,2,2,in good condition,not defined,gáz (konvektor),by arrangement,not defined,not defined,not defined,not defined,no,not defined,not defined,VIII," Józsefváros – Népszínháznegyed, "," Józsefváros – Népszínháznegyed, ",0,0
32045466," Vaskapu utca, IX. kerület",80,160000.0,4,3,renovated,less than 3m,gáz (cirko),furnished,5.0,not allowed,not defined,4,no,not defined,courtyard,IX," Vaskapu utca, "," Vaskapu utca, ",47.4780317,19.0712355
32045495," Bogdáni út, III. kerület",37,125000.0,2,0,renovated,not defined,gáz (konvektor),furnished,not defined,not defined,not defined,4,not defined,not defined,not defined,III," Bogdáni út, "," Bogdáni út, ",47.5502129,19.0395082
32045501," Károlyi István utca 5, IV. kerület",56,125000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,8.0,not allowed,between 2001-2010,not defined,yes,not defined,street,IV," Károlyi István utca 5, "," Károlyi István utca 5, ",47.5643638,19.0807696
32045512," Irányi Dániel utca, IV. kerület",25,90000.0,1,0,in good condition,not defined,gáz (konvektor),furnished,not defined,not defined,not defined,1,not defined,not defined,courtyard,IV," Irányi Dániel utca, "," Irányi Dániel utca, ",47.4576456,19.1509921
32045553," Benczúr utca 11, VI. kerület",46,230000.0,2,3,newly built,less than 3m,mennyezeti hűtés-fűtés,furnished,8.6,allowed,2020,7,yes,not defined,courtyard,VI," Benczúr utca 11, "," Benczúr utca 11, ",47.5099271,19.0728987
32045555," Barcsay utca, VII. kerület",34,100000.0,1,2,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,2,no,north east,courtyard,VII," Barcsay utca, "," Barcsay utca, ",47.438708,19.1614562
32045573," Selyemfonó utca 2, III. kerület",50,120000.0,3,2,renovated,not defined,nincs megadva,not furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,III," Selyemfonó utca 2, "," Selyemfonó utca 2, ",47.5528987,19.0420507
32045575," Hunyadi tér 12, VI. kerület",58,165000.0,2,4,new,less than 3m,gáz (cirko),furnished,10.0,not allowed,between 2001-2010,4,yes,not defined,panoramic,VI," Hunyadi tér 12, "," Hunyadi tér 12, ",46.3749471,18.1297954
32045626," Veres Pálné utca, V. kerület",86,195000.0,2,2,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,V," Veres Pálné utca, "," Veres Pálné utca, ",47.4888665,19.05797
32045633," Szőlő utca, III. kerület",48,140000.0,2,2,in good condition,less than 3m,távfűtés egyedi méréssel,partly furnished,not defined,not allowed,between 1981-2000,10,yes,south west,street,III," Szőlő utca, "," Szőlő utca, ",47.6024557,21.7047894
32045634," Jávorka Ádám utca, XIV. kerület",62,120000.0,3,2,in good condition,less than 3m,gáz (cirko),furnished,3.0,not defined,not defined,2,not defined,not defined,not defined,XIV," Jávorka Ádám utca, "," Jávorka Ádám utca, ",47.522708,19.1144991
32045644," Ugron Gábor utca, XI. kerület",71,220000.0,3,2,new,not defined,gáz (cirko),furnished,6.0,not allowed,not defined,2,no,not defined,panoramic,XI," Ugron Gábor utca, "," Ugron Gábor utca, ",47.4690481,19.0156588
32045655," Középső-Ferencváros – Malmok, IX. kerület",45,140000.0,2,3,in good condition,less than 3m,nincs megadva,furnished,not defined,allowed,not defined,6,yes,south,courtyard,IX," Középső-Ferencváros – Malmok, "," Középső-Ferencváros – Malmok, ",0,0
32045665," Mór utca, XIII. kerület",35,130000.0,2,5,new,not defined,gáz (cirko),not furnished,not defined,not defined,between 2001-2010,6,yes,not defined,not defined,XIII," Mór utca, "," Mór utca, ",47.5238685,19.0835966
32045668," Hercegprímás utca, V. kerület",49,363850.0,2,1,renovated,not defined,nincs megadva,furnished,not defined,allowed,not defined,not defined,yes,not defined,street,V," Hercegprímás utca, "," Hercegprímás utca, ",47.5011601,19.0530088
32045676," Lövőház utca, II. kerület",64,200000.0,2,mezzanine,renovated,more than 3m,gáz (cirko),not furnished,not defined,allowed,not defined,4,no,east,street,II," Lövőház utca, "," Lövőház utca, ",47.5084164,19.0266256
32045682," Szinyei Merse utca 5, VI. kerület",37,115000.0,2,0,renovated,more than 3m,elektromos,furnished,not defined,not allowed,before 1950,3,no,not defined,courtyard,VI," Szinyei Merse utca 5, "," Szinyei Merse utca 5, ",47.5107335,19.0688557
32045698," Kispest-Kertváros, XIX. kerület",37,90000.0,1,0,in good condition,not defined,nincs megadva,furnished,not defined,not allowed,not defined,1,no,not defined,not defined,XIX," Kispest-Kertváros, "," Kispest-Kertváros, ",47.4335685,19.1598738
32045703," Dob utca, VII. kerület",30,100000.0,1,4,newly built,less than 3m,házközponti egyedi méréssel,furnished,3.0,not defined,not defined,not defined,yes,not defined,courtyard,VII," Dob utca, "," Dob utca, ",47.4992821,19.0623985
32045712," Krisztina körút, I. kerület",47,120000.0,2,2,in moderate condition,more than 3m,távfűtés,furnished,2.0,allowed,before 1950,6,yes,north east,panoramic,I," Krisztina körút, "," Krisztina körút, ",47.5059345,19.0234139
32045714," Országház utca 33, I. kerület",160,1164320.0,4,3,newly built,not defined,nincs megadva,not furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,I," Országház utca 33, "," Országház utca 33, ",47.507049550000005,19.04591770274837
32045716," Irányi utca, V. kerület",39,140000.0,2,1,renovated,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,3,no,not defined,courtyard,V," Irányi utca, "," Irányi utca, ",47.4911647,19.0533878
32045717," Tömő utca 48-54., VIII. kerület",30,90000.0,1,4,renovated,not defined,távfűtés egyedi méréssel,furnished,3.0,not defined,not defined,10,yes,not defined,street,VIII," Tömő utca 48-54., "," Tömő utca 48-54., ",47.4851799,19.0814379
32045731," Eötvös utca 26, VI. kerület",75,200000.0,3,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,not defined,not defined,courtyard,VI," Eötvös utca 26, "," Eötvös utca 26, ",47.5392757,21.6292213
32045738," Garibaldi utca, V. kerület",67,175000.0,2,2,renovated,not defined,gáz (cirko),furnished,3.0,not allowed,not defined,3,yes,not defined,street,V," Garibaldi utca, "," Garibaldi utca, ",47.5049106,19.0466629
32045749," Rózsa utca, IV. kerület",35,110000.0,2,7,in good condition,less than 3m,távfűtés,not furnished,not defined,not defined,not defined,10,yes,east,street,IV," Rózsa utca, "," Rózsa utca, ",47.0924536,17.9180975
32045752," Gyarmat utca 69, XIV. kerület",17,75000.0,1,1,in good condition,less than 3m,elektromos,not furnished,1.0,allowed,not defined,2,no,northwest,street,XIV," Gyarmat utca 69, "," Gyarmat utca 69, ",47.5201141,19.1067281
32045767," Sólyatér utca, XIII. kerület",51,180000.0,2,4,renovated,not defined,házközponti,furnished,not defined,allowed,not defined,not defined,yes,not defined,panoramic,XIII," Sólyatér utca, "," Sólyatér utca, ",47.5466636,19.0671823
32045771," Garibaldi utca, V. kerület",40,140000.0,2,2,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,yes,not defined,courtyard,V," Garibaldi utca, "," Garibaldi utca, ",47.5049106,19.0466629
32045782," Árpád fejedelem útja 61, III. kerület",37,130000.0,1,8,renovated,less than 3m,házközponti egyedi méréssel,furnished,not defined,allowed,between 1950-1980,8,yes,south east,panoramic,III," Árpád fejedelem útja 61, "," Árpád fejedelem útja 61, ",48.0952138,20.8655333
32045801," Garibaldi utca, V. kerület",50,150000.0,2,3,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,yes,not defined,courtyard,V," Garibaldi utca, "," Garibaldi utca, ",47.5049106,19.0466629
32045815," Pálinkás Antal utca, XI. kerület",71,300000.0,3,3,newly built,less than 3m,házközponti egyedi méréssel,not furnished,7.0,allowed,2020,8,yes,south east,panoramic,XI," Pálinkás Antal utca, "," Pálinkás Antal utca, ",47.4683311,19.0081127
32045828," Vágóhíd utca, IX. kerület",45,155000.0,2,8,newly built,less than 3m,házközponti egyedi méréssel,partly furnished,12.0,allowed,2020,9,yes,not defined,garden,IX," Vágóhíd utca, "," Vágóhíd utca, ",46.2301787,20.4704173
32045834," Garibaldi utca, V. kerület",40,140000.0,1,3,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,yes,not defined,street,V," Garibaldi utca, "," Garibaldi utca, ",47.5049106,19.0466629
32045840," Mester utca, IX. kerület",40,110000.0,1,1,renovated,more than 3m,gáz (cirko),furnished,2.0,not allowed,before 1950,5,yes,east,street,IX," Mester utca, "," Mester utca, ",47.4688869,19.083928
32045865," Alsórákos – Kacsóh Pongrác úti lakótelep, XIV. kerület",50,114000.0,2,2,in good condition,not defined,távfűtés egyedi méréssel,furnished,not defined,allowed,not defined,not defined,not defined,not defined,not defined,XIV," Alsórákos – Kacsóh Pongrác úti lakótelep, "," Alsórákos – Kacsóh Pongrác úti lakótelep, ",0,0
32045893," Mogyoródi út, XIV. kerület",54,145000.0,2,2,new,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,no,south east,street,XIV," Mogyoródi út, "," Mogyoródi út, ",47.5103193,19.1203597
