ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner_Height,Heating,Furnished,Balcony,Pet,Year_Built,Floors,Lift,Orientation,View,kerület,lat,lon,dist,Log(Price),LogPrice
31828403," Fillér utca, II. kerület",59,190000.0,3,1,renovated,less than 3m,házközponti,partly furnished,4.0,not defined,between 1950-1980,7,yes,north east,street,II,47.5090686,19.0228443,2.2434758350425077,12.154779351142624,12.154779351142624
31828651," Hegyalja út 15, I. kerület",34,150000.0,1,2,newly built,not defined,mennyezeti hűtés-fűtés,furnished,6.0,allowed,2020,4,yes,west,panoramic,I,47.7290105,18.8391637,29.89907978260631,11.918390573078392,11.918390573078392
31828792," Károly körút 26, V. kerület",75,230000.0,3,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,5,yes,not defined,courtyard,V,47.49619179999999,19.0572906,0.7508972257525799,12.345834587905333,12.345834587905333
31829012," Jósika utca, XX. kerület",32,80000.0,1,0,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,1,not defined,not defined,garden,XX,47.457007700000005,19.2333753,14.614012728814757,11.289781913656018,11.289781913656018
31829252," Frankel Leó út, II. kerület",95,170000.0,3,not defined,not defined,not defined,nincs megadva,by arrangement,not defined,not defined,not defined,not defined,not defined,not defined,not defined,II,47.5172521,19.0363866,2.090710169690113,12.043553716032399,12.043553716032399
31829282," Bajnok utca, VI. kerület",50,150000.0,2,0,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,5,yes,not defined,street,VI,47.5116513,19.0662445,1.6989995204526818,11.918390573078392,11.918390573078392
31829396," Csónakház utca, III. kerület",40,130000.0,1,0,renovated,not defined,házközponti,not furnished,12.0,not allowed,between 1981-2000,3,not defined,not defined,garden,III,47.5700618,19.060394,7.729170812277856,11.77528972943772,11.77528972943772
31829441," Madarász Viktor utca 39., XIII. kerület",36,140000.0,2,1,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,10,yes,not defined,not defined,XIII,47.6266429,18.904623899999997,17.74456219870154,11.84939770159144,11.84939770159144
31829594," Alföldi utca, VIII. kerület",74,200000.0,4,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VIII,47.4954211,19.0843374,2.6404628653591984,12.206072645530174,12.206072645530174
31829602," Erzsébet királyné útja 43, XIV. kerület",38,130000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIV,47.522478899999996,19.1016175,4.549658947912975,11.77528972943772,11.77528972943772
31829859," Madarász Viktor utca, XIII. kerület",20,89000.0,1,not defined,newly built,less than 3m,házközponti,furnished,not defined,not defined,2012,not defined,yes,not defined,not defined,XIII,47.546668200000006,19.0749839,5.419720659803819,11.396391648714276,11.396391648714276
31829950," Guyon Richárd utca 19, II. kerület",50,200000.0,2,3,renovated,less than 3m,"gáz (cirko), padlófűtés",partly furnished,4.0,not allowed,between 1981-2000,3,no,south east,panoramic,II,47.51923345,19.003860435263807,4.030919852421623,12.206072645530174,12.206072645530174
31830047," Belgrád rakpart 26, V. kerület",90,700000.0,3,4,renovated,more than 3m,"padlófűtés, hőszivattyú",furnished,2.0,not allowed,not defined,6,yes,not defined,street,V,47.4905239,19.052430100000002,1.1687163521254824,13.458835614025542,13.458835614025542
31830359," Vajdahunyad utca, VIII. kerület",57,160000.0,2,2,renovated,not defined,gáz (cirko),furnished,4.0,not allowed,not defined,not defined,yes,not defined,street,VIII,47.4318963,19.2049772,13.945176436048522,11.982929094215963,11.982929094215963
31830395," Só utca, V. kerület",110,300000.0,4,2,renovated,more than 3m,gáz (cirko),furnished,3.0,not defined,not defined,not defined,not defined,not defined,not defined,V,47.488060499999996,19.0581477,1.5511570571309499,12.611537753638338,12.611537753638338
31830592," Nagy Lajos király útja, XIV. kerület",52,115000.0,2,3,in moderate condition,not defined,gáz (konvektor),by arrangement,2.0,not defined,not defined,4,not defined,not defined,garden,XIV,47.5232001,19.0997259,4.4734434931893095,11.652687407345388,11.652687407345388
31830707," Csertő utca, XIV. kerület",46,110000.0,2,10,in good condition,not defined,távfűtés egyedi méréssel,partly furnished,not defined,not defined,not defined,10,yes,not defined,panoramic,XIV,47.5127182,19.1464437,7.352785858026368,11.608235644774552,11.608235644774552
31830882," Veszprémi utca, X. kerület",54,120000.0,2,0,renovated,not defined,nincs megadva,not defined,not defined,not allowed,not defined,4,not defined,not defined,not defined,X,47.4830415,19.132846100000002,6.525125713113067,11.695247021764184,11.695247021764184
31830940," Tippan utca, XI. kerület",100,399000.0,4,1,newly built,not defined,fan-coil,partly furnished,17.0,not allowed,between 2001-2010,4,yes,not defined,street,XI,47.447775,18.999468,7.033036046896919,12.896716695872,12.896716695872
31831235," Bródy Sándor utca 25, VIII. kerület",178,580000.0,5,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VIII,47.492930799999996,19.0682635,1.625141077336978,13.270783382522602,13.270783382522602
31831264," Amfiteátrum utca, III. kerület",28,100000.0,1,1,in good condition,not defined,távfűtés egyedi méréssel,by arrangement,not defined,not defined,between 1981-2000,3,not defined,east,garden,III,47.5702306,19.0530359,7.712645401263571,11.512925464970229,11.512925464970229
31831435," Széchenyi utca, V. kerület",40,130000.0,1,4,in good condition,not defined,házközponti,furnished,not defined,not defined,not defined,not defined,not defined,not defined,street,V,47.4385761,19.102405800000003,7.9698551359242655,11.77528972943772,11.77528972943772
31831451," Tippan utca, XI. kerület",100,350000.0,4,2,newly built,not defined,fan-coil,partly furnished,17.0,not allowed,between 2001-2010,4,yes,not defined,street,XI,47.447775,18.999468,7.033036046896919,12.765688433465597,12.765688433465597
31831484," Batthyány utca, I. kerület",75,210000.0,2,3,renovated,more than 3m,gáz (cirko),partly furnished,not defined,not allowed,before 1950,3,no,not defined,not defined,I,47.452592100000004,19.1449311,8.925308313650362,12.254862809699606,12.254862809699606
31831488," Klauzál tér 13, VII. kerület",67,165000.0,2,2,renovated,more than 3m,"elektromos, hőszivattyú",furnished,not defined,not allowed,before 1950,3,no,east,courtyard,VII,47.5004785,19.0639423,1.037138673256402,12.013700752882718,12.013700752882718
31831512," Rottenbiller utca, VII. kerület",27,90000.0,1,1,new,more than 3m,gáz (konvektor),not furnished,not defined,not allowed,not defined,not defined,not defined,not defined,not defined,VII,47.5004784,19.0789133,2.161531228710098,11.407564949312402,11.407564949312402
31831514," Kapucinus utca, I. kerület",29,130000.0,1,1,renovated,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,not defined,not defined,not defined,I,47.5011537,19.0386288,0.8665830048386922,11.77528972943772,11.77528972943772
31831539," Belső-Ferencváros, IX. kerület",82,179000.0,5,1,renovated,more than 3m,gáz (cirko),partly furnished,not defined,not defined,between 1950-1980,4,yes,not defined,not defined,IX,47.4846472,19.0628229,2.0449343590708846,12.095141084822892,12.095141084822892
31831552," Rumbach Sebestyén utca 15, VII. kerület",30,100000.0,1,6,new,more than 3m,házközponti,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,VII,47.497904299999995,19.0583123,0.6986189999795046,11.512925464970229,11.512925464970229
31831571," Falk Miksa utca, V. kerület",70,250000.0,3,5,renovated,not defined,egyéb,furnished,not defined,not allowed,not defined,6,yes,not defined,street,V,47.5126348,19.0488375,1.3069996730599993,12.429216196844383,12.429216196844383
31831611," Wesselényi utca 11., VII. kerület",87,200000.0,2,1,in good condition,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,not defined,not defined,not defined,not defined,VII,47.4971241,19.0623641,1.0098291586498245,12.206072645530174,12.206072645530174
31831612," Előd utca, XX. kerület",80,160000.0,3,1,renovated,not defined,gáz (cirko),not defined,not defined,not allowed,not defined,3,not defined,not defined,not defined,XX,47.422383399999994,19.122695,10.298752756738516,11.982929094215963,11.982929094215963
31831668," Teleki László tér, VIII. kerület",57,150000.0,2,2,new,more than 3m,elektromos,furnished,not defined,not allowed,between 1950-1980,3,no,not defined,courtyard,VIII,47.4928204,19.086662640837048,2.887572527035782,11.918390573078392,11.918390573078392
31831684," Vizafogó sétány 7, XIII. kerület",34,125000.0,1,4,new,not defined,házközponti egyedi méréssel,furnished,4.0,allowed,between 2001-2010,7,yes,not defined,street,XIII,47.52937,19.058669000000002,3.228670499516066,11.736069016284437,11.736069016284437
31831832," Dob utca, VII. kerület",30,105000.0,1,0,renovated,more than 3m,elektromos,by arrangement,not defined,not defined,not defined,3,not defined,not defined,courtyard,VII,47.4992821,19.062398499999997,0.9378123985282352,11.56171562913966,11.56171562913966
31831879," Bulcsú utca 19, XIII. kerület",45,155000.0,2,6,new,not defined,nincs megadva,furnished,2.0,not allowed,not defined,8,yes,not defined,street,XIII,47.5182731,19.0635297,2.176244890599431,11.951180395901384,11.951180395901384
31832295," Galamb utca 5, V. kerület",70,150000.0,3,5,new,less than 3m,"házközponti, egyéb",furnished,3.0,not allowed,not defined,not defined,yes,not defined,street,V,47.6168346,19.34575265,25.66207583331817,11.918390573078392,11.918390573078392
31832573," Irányi Dániel utca, IV. kerület",36,98000.0,1,0,renovated,less than 3m,gáz (konvektor),not furnished,8.0,not defined,not defined,4,not defined,not defined,street,IV,47.4576456,19.1509921,8.979395285941223,11.49272275765271,11.49272275765271
31832612," Páva utca 7, IX. kerület",43,140000.0,2,not defined,not defined,not defined,nincs megadva,not defined,1.0,not defined,not defined,not defined,not defined,not defined,not defined,IX,47.48060625,19.07203130511018,2.7942070891265294,11.84939770159144,11.84939770159144
31832649," Múzeum körút, V. kerület",36,129000.0,1,1,renovated,not defined,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,7,yes,east,panoramic,V,47.4941154,19.059951,1.0556501372718863,11.76756768334381,11.76756768334381
31832816," Bóbita utca, III. kerület",77,250000.0,3,4,new,less than 3m,gáz (cirko),partly furnished,25.0,not allowed,between 2001-2010,not defined,yes,south west,panoramic,III,47.572388000000004,19.0149848,8.376827969549755,12.429216196844383,12.429216196844383
31832834," Kelenhegyi út, XI. kerület",114,280000.0,5,2,in good condition,more than 3m,"házközponti, gázkazán",not furnished,not defined,not allowed,before 1950,4,no,south west,not defined,XI,47.483421299999996,19.0434193,2.010949392633361,12.542544882151386,12.542544882151386
31832861," Bartók Béla út, XI. kerület",90,170000.0,4,3,in good condition,more than 3m,"gáz (konvektor), elektromos",by arrangement,not defined,not allowed,before 1950,4,no,northwest,panoramic,XI,47.4763395,19.043414600000002,2.780435346169507,12.043553716032399,12.043553716032399
31832894," Dohány utca, VII. kerület",70,180000.0,2,not defined,renovated,not defined,gáz (konvektor),not defined,not defined,allowed,not defined,not defined,not defined,not defined,not defined,VII,47.4974451,19.068225899999998,1.411794921095585,12.100712129872347,12.100712129872347
31833073," István utca, VII. kerület",90,160000.0,3,1,in good condition,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,5,not defined,south,street,VII,47.5059875,19.084306100000003,2.6273043016386164,11.982929094215963,11.982929094215963
31833126," Telepes utca, XIV. kerület",65,170000.0,2,0,new,less than 3m,padlófűtés,furnished,not defined,not defined,not defined,1,no,not defined,garden,XIV,47.529413700000006,19.1202322,6.1449378520582325,12.043553716032399,12.043553716032399
31833214," Wass Albert tér, XIV. kerület",51,150000.0,2,0,renovated,less than 3m,gáz (cirko),not furnished,not defined,allowed,between 1950-1980,2,no,not defined,street,XIV,47.5106851,19.12381846806662,5.640438093670078,11.918390573078392,11.918390573078392
31833220," Apor Vilmos tér, XII. kerület",140,550000.0,5,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XII,47.491124400000004,19.0134497,2.9658237668005456,13.217673557208654,13.217673557208654
31833284," Zichy Jenő utca, VI. kerület",30,129000.0,1,1,in moderate condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,4,not defined,not defined,courtyard,VI,47.504980100000004,19.0580826,0.7476040340872947,11.76756768334381,11.76756768334381
31833305," Teréz körút 35, VI. kerület",98,280000.0,4,3,renovated,more than 3m,gáz (cirko),furnished,not defined,allowed,between 1950-1980,5,yes,south west,street,VI,47.5074782,19.0605408,1.0683328374234047,12.542544882151386,12.542544882151386
31833316," Budafoki út, XI. kerület",60,80000.0,1,not defined,not defined,not defined,nincs megadva,not defined,3.0,not defined,not defined,not defined,not defined,not defined,not defined,XI,47.3830431,18.9541872,14.967520919760496,11.289781913656018,11.289781913656018
31833341," Budafoki út, XI. kerület",59,80000.0,1,not defined,renovated,not defined,házközponti egyedi méréssel,not defined,3.0,not allowed,between 1950-1980,not defined,yes,not defined,not defined,XI,47.3830431,18.9541872,14.967520919760496,11.289781913656018,11.289781913656018
31833617," Dob utca, VII. kerület",30,100000.0,1,not defined,new,less than 3m,házközponti,furnished,3.0,allowed,between 2001-2010,7,yes,not defined,courtyard,VII,47.4992821,19.062398499999997,0.9378123985282352,11.512925464970229,11.512925464970229
31833687," Podmaniczky utca, VI. kerület",26,90000.0,1,1,in good condition,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,4,yes,not defined,courtyard,VI,47.517188299999994,19.072565,2.4718103866249983,11.407564949312402,11.407564949312402
31833939," Füredi park, XIV. kerület",49,120000.0,2,4,renovated,less than 3m,távfűtés,furnished,not defined,allowed,between 1981-2000,10,yes,south west,street,XIV,47.508776899999994,19.1454313,7.21206200173328,11.695247021764184,11.695247021764184
